EventID;tEnergy(keV);IonYield
612;498.604;0
613;386.278;0
614;472.047;0
615;3533.17;1
616;766.722;0
617;1307.3;0
618;2134.71;0
619;908.605;0
620;412.089;0
621;903.597;0
622;1624.99;0
623;450.286;0
624;0;0
625;1367.98;0
626;0;0
627;957.226;0
628;722.472;0
629;1367.22;0
630;567.849;0
631;664.934;0
632;944.74;0
633;1988.81;1
634;395.612;0
635;48.6546;0
636;672.435;0
637;977.877;0
638;720.091;0
639;1147.07;0
640;852.929;0
641;1119.58;1
642;970.277;0
643;1963.45;0
644;1112.13;0
645;654.404;0
646;468.567;0
647;332.568;0
648;531.826;0
649;0;0
650;0;0
651;1079.35;0
652;624.105;0
653;378.096;0
654;658.683;0
655;289.867;0
656;1657.86;0
657;982.055;0
658;1201.71;0
659;628.681;0
660;1890.68;1
661;1601.24;0
662;513.484;0
663;941.59;0
664;1716.25;0
665;466.154;0
666;624.665;0
667;636.98;0
668;175.259;0
669;634.13;0
670;235.809;0
671;62.0635;0
672;508.192;0
673;1622.14;0
674;0;0
675;532.337;0
676;815.113;0
677;756.234;0
678;160.914;0
679;839.847;0
680;1851.81;0
681;4906.17;0
682;5145.27;1
683;694.857;0
684;1639.78;0
685;586.174;0
686;3637.74;1
687;728.566;0
688;769.719;0
689;1024.26;0
690;543.312;0
691;348.551;0
692;213.877;0
693;671.423;0
694;213.598;0
695;1479.76;0
696;2297.79;0
697;520.64;0
698;500.273;0
699;183.492;0
700;434.555;0
701;401.003;0
702;0;0
703;719.728;0
704;430.646;0
705;473.518;0
706;518.679;0
707;0;0
708;277.412;0
709;1009.66;0
710;266.812;0
711;714.059;0
712;230.653;0
713;2735.26;1
714;226.125;0
715;648.09;0
716;951.5;0
717;1125.46;0
718;1030.01;0
719;816.243;0
720;672.235;0
721;983.259;0
722;1656.66;1
723;1470.46;0
724;687.333;0
725;1407.89;1
726;1029.23;0
727;658.304;0
728;396.455;0
729;1074.23;0
730;1727.4;0
731;1441.15;0
732;261.376;0
733;439.84;0
734;1554.67;0
735;637.844;0
736;1084.48;0
737;1807.76;1
738;366.434;0
739;1062.8;0
740;970.225;0
741;2813.01;0
742;376.743;0
743;3026.71;0
744;1042.38;0
745;6409.04;1
746;2873.77;1
747;829.904;0
748;853.843;0
749;757.607;0
750;8335.42;0
751;779.219;0
752;265.267;0
753;0;0
754;661.264;0
755;1549.33;0
756;670.943;0
757;284.713;0
758;575.792;0
759;678.601;0
760;711.766;0
761;503.082;0
762;924.733;0
763;843.307;0
764;964.1;0
765;928.297;0
766;665.606;0
767;500.517;0
768;565.579;0
769;807.4;0
770;599.453;0
771;810.438;0
772;260.451;0
773;1057.59;0
774;1797.37;0
775;930.356;0
776;671.254;0
777;743.013;0
778;897.158;0
779;1115.14;0
780;459.045;0
781;373.036;0
782;1180;0
783;996.831;0
784;530.32;0
785;1324.22;0
786;355.802;0
787;856.994;0
788;291.272;0
789;696.426;0
790;686.616;0
791;5401.57;0
792;278.015;0
793;343.322;0
794;480.903;0
795;623.204;0
796;856.065;0
797;309.776;0
798;279.651;0
799;387.499;0
800;12579.6;3
801;700.946;0
802;693.306;0
803;1345.02;0
804;0;0
805;778.01;0
806;206.846;0
807;269.317;0
808;575.075;0
809;898.015;0
810;1150.91;0
811;0;0
812;995.01;0
813;995.746;0
814;312.637;0
815;938.07;0
816;8462.79;0
817;761.535;0
818;0;0
819;915.474;0
820;889.856;0
821;8549.82;2
822;10287;1
823;664.707;0
824;483.076;0
825;965.696;0
826;413.463;0
827;81.397;0
828;391.622;0
829;221.838;0
830;793.016;0
831;672.962;0
832;643.437;0
833;1226.8;0
834;1427.99;0
835;2982.37;0
836;1059.02;0
837;480.594;0
838;704.803;0
839;396.712;0
840;558.726;0
841;733.161;0
842;0;0
843;1264.13;0
844;2054.71;1
845;942.605;0
846;709.983;0
847;2166.53;1
848;505.153;0
849;0;0
850;263.253;0
851;5529.18;1
852;820.009;0
853;1413.84;0
854;516.794;0
855;0;0
856;2716.69;1
857;760.689;0
858;558.789;0
859;1353.1;0
860;2163.55;0
861;937.83;0
862;337.983;0
863;367.737;0
864;408.572;0
865;484.679;0
866;186.007;0
867;451.594;0
868;742.17;0
869;1220;0
870;5239.78;2
871;1589.54;0
872;0;0
873;796.629;0
874;701.088;0
875;4526.27;1
876;1374.44;0
877;878.176;0
878;1292.31;0
879;433.763;0
880;782.1;0
881;404.422;0
882;1007.84;0
883;715.332;0
884;530.541;0
885;6827.74;1
886;593.554;0
887;278.902;0
888;290.652;0
889;2091.21;0
890;1444.73;0
891;1261.64;0
892;526.269;0
893;375.854;0
894;2540.55;0
895;449.194;0
896;675.531;0
897;349.211;0
898;190.622;0
899;1745.75;0
900;246.427;0
901;2013.91;0
902;851.643;0
903;1067.28;0
904;7135.61;1
905;885.233;0
906;349.038;0
907;788.667;0
908;651.401;0
909;302.614;0
910;1789.1;0
911;367.33;0
912;836.446;0
913;542.115;0
914;489.919;0
915;346.514;0
916;811.154;0
917;393.573;0
918;401.78;0
919;618.663;0
920;0;0
921;3635.74;1
922;2183.02;0
923;387.822;0
924;1114.21;0
925;163.573;0
926;763.943;0
927;245.962;0
928;2238.03;1
929;679.424;0
930;734.744;0
931;632.197;1
932;0;0
933;943.319;0
934;732.633;0
935;644.672;0
936;408.385;0
937;300.386;0
938;1609.64;0
939;917.821;0
940;688.488;0
941;840.552;0
942;150.217;0
943;433.151;0
944;1241.77;0
945;2327.24;0
946;1842.01;1
947;861.635;0
948;1524.99;0
949;526.46;0
950;0;0
951;489.08;0
952;959.598;0
953;0;0
954;606.99;0
955;109.749;0
956;571.745;0
957;489.32;0
958;805.165;0
959;1705.75;0
960;1592.15;0
961;2255.93;0
962;237.55;0
963;1013.63;0
964;323.382;0
965;525.942;0
966;303.838;0
967;213.978;0
968;2327.09;1
969;309.697;0
970;15576.5;2
971;1386.32;0
972;0;0
973;306.98;0
974;6382.58;0
975;0;0
976;1707.33;0
977;783.044;0
978;1670.62;0
979;508.153;0
980;0;0
981;450.034;0
982;459.139;0
983;703.733;0
984;634.537;0
985;862.082;0
986;465.021;0
987;915.077;0
988;606.045;0
989;1939.71;0
990;661.84;0
991;702.762;0
992;267.841;0
993;1057.85;0
994;500.328;0
995;582.215;0
996;479.333;0
997;516.258;0
998;889.821;0
999;282.187;0
1000;159.282;0
1001;435.621;0
1002;603.592;0
1003;9659.62;0
1004;528.982;0
1005;194.876;0
1006;735.035;0
1007;780.612;0
1008;0;0
1009;770.844;0
1010;846.557;0
1011;3150.85;0
1012;810.096;0
1013;779.012;0
1014;772.672;0
1015;916.018;0
1016;649.741;0
1017;307.396;0
1018;335.884;0
1019;787.745;0
1020;106.649;0
1021;1361.68;0
1022;6112.73;1
1023;530.749;0
1024;0;0
1025;613.579;0
1026;2829.98;0
1027;0;0
1028;496.138;0
1029;1492.81;0
1030;1575.33;0
1031;246.301;0
1032;654.503;0
1033;846.023;0
1034;752.632;0
1035;384.752;0
1036;785.162;0
1037;682.327;0
1038;567.302;0
1039;704.134;0
1040;952.456;0
1041;558.986;0
1042;1626.04;1
1043;1343.02;0
1044;761.142;0
1045;0;0
1046;399.288;0
1047;410.307;0
1048;833.543;0
1049;1495.96;0
1050;153.722;0
1051;314.667;0
1052;992.377;0
1053;514.904;0
1054;1636.91;0
1055;514.641;0
1056;3596.9;1
1057;284.248;0
1058;768.12;0
1059;831.486;0
1060;2023.58;1
1061;665.57;0
1062;431.786;0
1063;517.165;0
1064;7703.33;0
1065;479.699;0
1066;557.494;0
1067;632.196;0
1068;616.153;0
1069;556.972;0
1070;0;0
1071;505.244;0
1072;748.666;0
1073;2694.16;0
1074;1405.34;0
1075;1693.28;0
1076;354.791;0
1077;800.419;0
1078;627.974;0
1079;1455.12;0
1080;1722.6;0
1081;816.899;0
1082;640.117;0
1083;588.759;0
1084;624.015;0
1085;303.113;0
1086;700.733;0
1087;826.434;0
1088;0;0
1089;724.353;0
1090;391.729;0
1091;850.973;0
1092;865.155;0
1093;905.238;0
1094;923.035;0
1095;664.528;0
1096;862.039;0
1097;335.225;0
1098;1113.86;0
1099;3002.5;1
1100;1154.34;0
1101;1087.74;0
1102;1487.21;0
1103;1449.83;0
1104;854.762;0
1105;0;0
1106;447.236;0
1107;585.86;0
1108;721.565;0
1109;294.874;0
1110;474.957;0
1111;290.759;0
1112;1585.72;1
1113;543.121;0
1114;1313.64;0
1115;1035.95;0
1116;195.844;0
1117;230.461;0
1118;648.777;0
1119;1573.72;0
1120;449.45;0
1121;1032.41;0
1122;1501.63;0
1123;596.534;0
1124;1050.38;0
1125;1009.28;0
1126;908.164;0
1127;722.289;0
1128;464.577;0
1129;278.989;0
1130;1531.81;1
1131;0;0
1132;1705.79;1
1133;1136.66;0
1134;481.825;0
1135;1219.56;0
1136;1451.59;0
1137;1045.67;0
1138;834.004;0
1139;2555.22;0
1140;985.92;0
1141;819.576;0
1142;1645.17;0
1143;255.629;0
1144;2131.48;0
1145;615.376;0
1146;346.624;0
1147;1519.86;0
1148;2287.04;0
1149;276.838;0
1150;839.564;0
1151;447.315;0
1152;606.747;0
1153;1002.92;0
1154;532.721;0
1155;0;0
1156;644.12;0
1157;1279.73;0
1158;650.047;0
1159;672.619;0
1160;1109.52;0
1161;1160.33;0
1162;611.49;0
1163;1149.57;0
1164;0;0
1165;419.124;0
1166;726.139;0
1167;1577.55;1
1168;363.671;0
1169;1249.88;0
1170;520.175;0
1171;3865.81;0
1172;0;0
1173;640.072;0
1174;135.38;0
1175;538.969;0
1176;299.018;0
1177;1064.85;0
1178;734.362;0
1179;223.053;0
1180;1115.35;0
1181;10140;2
1182;1026.75;0
1183;4883.59;1
1184;0;0
1185;340.532;0
1186;3046.79;1
1187;972.384;0
1188;1624.59;1
1189;463.346;0
1190;206.606;0
1191;1075.66;0
1192;2399.37;0
1193;0;0
1194;724.55;0
1195;2864.79;0
1196;541.715;0
1197;0;0
1198;337.676;0
1199;1155.84;0
1200;708.207;0
1201;2832.34;1
1202;1007.07;0
1203;565.04;0
1204;554.149;0
1205;1324.75;0
1206;369.211;0
1207;1086.7;0
1208;4822.99;1
1209;448.435;0
1210;507.615;0
1211;1658.84;0
1212;653.816;0
1213;595.941;0
1214;483.182;0
1215;235.547;0
1216;557.199;0
1217;366.121;0
1218;1501.12;0
1219;562.123;0
1220;1339.79;0
1221;0;0
1222;470.247;0
1223;337.842;0
1224;559.989;0
1225;1087.33;0
1226;693.764;0
1227;847.89;0
1228;676.921;0
1229;465.56;0
1230;425.158;0
1231;296.804;0
1232;2530.85;1
1233;1243.84;0
1234;0;0
1235;1664.39;1
1236;2267.65;1
1237;316.227;0
1238;302.108;0
1239;498.227;0
1240;1021.19;0
1241;985.117;0
1242;692.339;0
1243;491.332;0
1244;580.485;0
1245;572.595;0
1246;1718.88;0
1247;972.123;0
1248;5195.72;1
1249;990;0
1250;963.797;0
1251;1232.95;0
1252;629.736;0
1253;544.093;0
1254;1901.35;0
1255;357.587;0
1256;897.62;0
1257;459.983;0
1258;2324.89;1
1259;737.469;0
1260;287.961;0
1261;779.554;0
1262;717.084;1
1263;0;0
1264;5756.25;1
1265;2580.2;1
1266;2222.95;1
1267;337.271;0
1268;903.826;0
1269;392.968;0
1270;516.352;0
1271;767.37;0
1272;3861.81;0
1273;417.055;0
1274;1325.36;0
1275;3225.48;1
1276;390.36;0
1277;729.197;0
1278;729.216;0
1279;0;0
1280;1593.37;0
1281;546.166;0
1282;974.134;0
1283;865.628;0
1284;997.426;0
1285;2210.88;0
1286;820.862;0
1287;416.178;0
1288;509.862;0
1289;289.217;0
1290;427.286;0
1291;978.855;0
1292;464.003;0
1293;1746.22;0
1294;859.021;0
1295;0;0
1296;722.302;0
1297;863.176;0
1298;562;0
1299;0;0
1300;261.033;0
1301;1490.74;0
1302;767.505;0
1303;664.866;0
1304;3151.96;0
1305;863.771;0
1306;330.942;0
1307;566.236;0
1308;1028.89;0
1309;775.21;0
1310;1301.3;0
1311;677.202;0
1312;396.74;0
1313;505.574;0
1314;642.958;0
1315;460.837;0
1316;4054.65;1
1317;358.867;0
1318;639.241;0
1319;962.497;0
1320;715.838;1
1321;1132.83;1
1322;494.623;0
1323;0;0
1324;816.231;0
1325;223.777;0
1326;2344.76;1
1327;673.295;0
1328;641.541;0
1329;676.585;0
1330;241.205;0
1331;489.583;0
1332;507.241;0
1333;681.567;0
1334;1481.58;0
1335;184.134;0
1336;394.275;0
1337;961.488;0
1338;788.214;0
1339;686.537;0
1340;1278.95;0
1341;0;0
1342;768.346;0
1343;426.213;0
1344;605.166;0
1345;505.451;0
1346;775.457;0
1347;477.389;0
1348;927.763;0
1349;706.536;0
1350;1636.05;0
1351;3031.38;1
1352;1814.99;0
1353;1128.24;0
1354;0;0
1355;997.172;0
1356;303.159;0
1357;490.767;0
1358;5198.21;1
1359;1298.13;1
1360;739.847;0
1361;1376.35;0
1362;485.686;0
1363;587.873;0
1364;397.435;0
1365;1510.14;0
1366;672.307;0
1367;0;0
1368;746.205;0
1369;583.838;0
1370;2897.55;1
1371;3224.24;0
1372;1007.49;0
1373;120.533;0
1374;1362.91;0
1375;411.901;0
1376;431.883;0
1377;384.696;0
1378;2154.7;0
1379;982.642;0
1380;888.287;0
1381;538.563;0
1382;196.351;0
1383;535.65;0
1384;1260.69;0
1385;1373.33;0
1386;23.2792;0
1387;631.258;0
1388;1074.31;0
1389;427.357;0
1390;507.204;0
1391;2060.6;0
1392;1741.35;0
1393;727.635;0
1394;890.777;0
1395;952.095;0
1396;838.911;0
1397;737.5;0
1398;576.903;0
1399;887.515;0
1400;1464.29;0
1401;692.001;0
1402;1248.57;0
1403;1321.27;0
1404;598.386;0
1405;931.311;0
1406;14638.7;1
1407;0;0
1408;732.788;0
1409;0;0
1410;2292.69;0
1411;1272.04;0
1412;647.346;0
1413;939.398;0
1414;453.264;0
1415;206.811;0
1416;0;0
1417;1759.57;1
1418;408.771;0
1419;571.622;0
1420;292.41;0
1421;710.333;0
1422;629.363;0
1423;1166.34;0
1424;614.281;0
1425;470.96;0
1426;0;0
1427;667.109;0
1428;387.391;0
1429;2515.71;1
1430;451.654;0
1431;911.287;0
1432;629.455;0
1433;619.966;0
1434;504.673;0
1435;997.337;0
1436;1110.94;0
1437;181.373;0
1438;391.941;0
1439;486.443;0
1440;1797.33;0
1441;1277.7;0
1442;403.091;0
1443;436.77;0
1444;510.559;0
1445;812.659;0
1446;451.763;0
1447;1226.82;1
1448;1179.07;0
1449;815.913;0
1450;511.733;0
1451;396.076;0
1452;2511.16;0
1453;393.529;0
1454;3742.08;1
1455;751.556;0
1456;0;0
1457;368.955;0
1458;217.814;0
1459;911.827;0
1460;696.486;0
1461;931.062;0
1462;1054.48;0
1463;494.015;0
1464;1871.77;0
1465;410.685;0
1466;1317.25;0
1467;1926.79;0
1468;498.91;0
1469;373.07;0
1470;1336.68;0
1471;759.799;0
1472;737.552;0
1473;907.517;0
1474;219.534;0
1475;307.862;0
1476;733.887;0
1477;545.159;0
1478;1910.37;0
1479;3879.41;1
1480;4097.38;1
1481;678.477;0
1482;1057.55;0
1483;13227.3;4
1484;471.195;0
1485;460.7;0
1486;537.214;0
1487;452.95;0
1488;880.342;0
1489;650.825;0
1490;604.852;0
1491;394.106;0
1492;491.654;0
1493;1137.48;0
1494;949.051;0
1495;1389.64;1
1496;1357.56;1
1497;582.778;0
1498;941.582;0
1499;146.34;0
1500;945.751;0
1501;206.884;0
1502;2154.38;0
1503;984.698;0
1504;443.622;0
1505;573.397;0
1506;4957.31;1
1507;7869.96;2
1508;607.127;0
1509;1606.32;1
1510;853.838;0
1511;355.818;0
1512;1567.48;1
1513;411.749;0
1514;837.38;0
1515;3630.9;0
1516;221.489;0
1517;1727.94;0
1518;723.272;0
1519;507.26;0
1520;234.321;0
1521;733.254;0
1522;852.354;0
1523;789.957;0
1524;1047.39;0
1525;888.554;0
1526;3047.64;0
1527;1583.99;0
1528;191.647;0
1529;359.148;0
1530;476.475;0
1531;955.868;0
1532;465.772;0
1533;1556.09;0
1534;0;0
1535;509.665;0
1536;219.36;0
1537;0;0
1538;897.508;0
1539;1791.67;0
1540;326.258;0
1541;893.91;0
1542;906.99;0
1543;697.812;0
1544;480.568;0
1545;1220.34;0
1546;1220.14;0
1547;1927.32;1
1548;1692.46;0
1549;243.241;0
1550;670.612;0
1551;1902.89;0
1552;236.903;0
1553;1001.73;0
1554;963.161;0
1555;369.023;0
1556;640.351;0
1557;271.346;0
1558;883.856;0
1559;615.66;0
1560;626.294;0
1561;259.507;0
1562;761.023;0
1563;678.221;0
1564;2232.83;1
1565;234.645;0
1566;1340.26;0
1567;801.04;0
1568;144.38;0
1569;581.193;0
1570;467.661;0
1571;1035.69;0
1572;671.535;0
1573;1973.08;1
1574;328.135;0
1575;670.919;0
1576;242.945;0
1577;3867.31;1
1578;1383.28;0
1579;6385.83;2
1580;102.822;0
1581;147.37;0
1582;473.729;0
1583;1746.8;0
1584;519.394;0
1585;643.433;0
1586;1694.16;0
1587;1256.36;0
1588;3901.78;0
1589;317.513;0
1590;10515.1;0
1591;260.737;0
1592;14457.4;1
1593;266.586;0
1594;380.075;0
1595;890.735;0
1596;299.268;0
1597;472.694;0
1598;493.221;0
1599;437.386;0
1600;448.014;0
1601;651.52;0
1602;885.357;0
1603;505.067;0
1604;578.917;0
1605;1157.11;0
1606;1150.04;0
1607;1154.79;0
1608;384.392;0
1609;539.038;0
1610;2848.62;0
1611;5421.33;1
1612;372.385;0
1613;633.298;0
1614;892.279;0
1615;1286.45;1
1616;821.873;0
1617;406.185;0
1618;812.607;0
1619;0;0
1620;610.063;0
1621;692.787;0
1622;565.979;0
1623;573.342;0
1624;517.652;0
1625;2054.29;1
