EventID;tEnergy(keV);IonYield
28434;1088.8;0
28435;427.29;0
28436;778.578;1
28437;530.162;0
28438;1218.27;0
28439;869.477;0
28440;289.278;0
28441;353.688;0
28442;619.176;0
28443;524.911;0
28444;786.775;0
28445;716.881;0
28446;772.115;0
28447;628.734;0
28448;524.61;0
28449;1768.93;0
28450;350.961;0
28451;790.031;0
28452;1151.22;0
28453;2774.85;1
28454;74.7572;0
28455;3090.59;1
28456;422.987;0
28457;0;0
28458;634.392;0
28459;1051.37;0
28460;3493.63;0
28461;506.482;0
28462;0;0
28463;891.918;0
28464;728.46;0
28465;538.984;0
28466;438.594;0
28467;1452.13;1
28468;311.347;0
28469;2378.67;0
28470;733.114;0
28471;986.329;0
28472;1106.52;0
28473;0;0
28474;1034.4;0
28475;281.787;0
28476;1493.29;0
28477;700.413;0
28478;1232.89;0
28479;614.88;0
28480;670.624;0
28481;546.53;0
28482;1155.77;0
28483;476.334;0
28484;764.186;0
28485;648.501;0
28486;753.198;0
28487;837.375;0
28488;666.305;0
28489;7919.32;0
28490;2761.57;1
28491;924.834;0
28492;223.36;0
28493;588.836;0
28494;1140.17;0
28495;344.21;0
28496;666.278;0
28497;189.549;0
28498;426.066;0
28499;718.446;0
28500;811.448;0
28501;1096.01;0
28502;646.118;0
28503;939.501;0
28504;405.016;0
28505;1116.02;0
28506;708.037;0
28507;1369.39;0
28508;1010.21;0
28509;9791.78;1
28510;1792.42;1
28511;379.933;0
28512;693.127;0
28513;686.139;0
28514;893.581;0
28515;2058.71;0
28516;907.972;0
28517;1179.72;0
28518;1039.02;0
28519;0;0
28520;445.12;0
28521;630.237;0
28522;470.144;0
28523;554.301;0
28524;314.849;0
28525;3772.56;0
28526;713.593;0
28527;605.442;0
28528;260.953;0
28529;1531.07;1
28530;386.215;0
28531;364.284;0
28532;750.779;0
28533;1025.32;0
28534;959.192;0
28535;4924.9;1
28536;1618.56;0
28537;550.454;0
28538;1375.16;0
28539;843.291;0
28540;954.552;0
28541;619.232;0
28542;281.519;0
28543;275.106;0
28544;143.398;0
28545;682.209;0
28546;636.579;0
28547;1761.69;0
28548;440.373;0
28549;361.503;0
28550;312.585;0
28551;544.029;0
28552;995.113;0
28553;1478.99;0
28554;376.336;0
28555;1030.48;0
28556;505.315;0
28557;527.235;0
28558;252.059;0
28559;1177.09;0
28560;507.337;0
28561;312.219;0
28562;1087.37;0
28563;992.95;0
28564;2100.65;0
28565;806.588;0
28566;603.427;0
28567;5405.71;1
28568;554.119;0
28569;619.339;0
28570;350.893;0
28571;1379.18;0
28572;687.413;0
28573;2421.48;0
28574;328.84;0
28575;896.901;0
28576;396.063;0
28577;424.886;0
28578;278.613;0
28579;672.755;0
28580;962.292;0
28581;563.187;0
28582;0;0
28583;406.128;0
28584;460.403;0
28585;915.654;0
28586;1026.3;0
28587;124.856;0
28588;578.572;0
28589;916.601;0
28590;706.884;0
28591;510.162;0
28592;918.831;0
28593;403.219;0
28594;440.995;0
28595;619.172;0
28596;496.264;0
28597;516.757;0
28598;541.315;0
28599;486.92;0
28600;795.592;0
28601;3724.61;0
28602;2182.77;0
28603;309.156;0
28604;1413.39;0
28605;1206.91;0
28606;657.803;0
28607;926.821;0
28608;2065.15;1
28609;374.346;0
28610;704.872;0
28611;653.747;0
28612;5403.24;1
28613;714.064;0
28614;616.847;0
28615;10521.2;1
28616;893.651;0
28617;253.127;0
28618;527.242;0
28619;558.099;0
28620;600.755;0
28621;3233.54;1
28622;779.712;0
28623;985.009;0
28624;672.645;0
28625;910.215;0
28626;250.902;0
28627;1470.13;0
28628;2246.58;1
28629;1055.15;0
28630;930.257;0
28631;234.596;0
28632;1733.21;0
28633;586.537;0
28634;1058.55;0
28635;564.53;0
28636;532.331;0
28637;357.469;0
28638;289.512;0
28639;0;0
28640;952.504;0
28641;944.134;0
28642;506.714;0
28643;692.889;0
28644;850.276;0
28645;945.077;0
28646;668.411;0
28647;3729.9;1
28648;1540.04;0
28649;0;0
28650;5547.38;1
28651;239.417;0
28652;1731.64;1
28653;1626.54;0
28654;480.549;0
28655;351.936;0
28656;7588.1;0
28657;1326.37;0
28658;287.369;0
28659;1557.49;0
28660;1368.83;0
28661;2825.68;0
28662;277.922;0
28663;576.835;0
28664;1482.44;0
28665;763.131;0
28666;857.524;0
28667;818.4;0
28668;1472.13;0
28669;1734.13;0
28670;211.748;0
28671;999.164;0
28672;483.19;0
28673;436.326;0
28674;638.643;0
28675;811.28;0
28676;738.497;0
28677;1866.13;0
28678;794.366;0
28679;0;0
28680;979.858;0
28681;1189.39;0
28682;877.184;0
28683;3797.9;1
28684;440.807;0
28685;1219.63;0
28686;450.432;0
28687;482.962;0
28688;767.882;0
28689;1619.25;0
28690;284.478;0
28691;874.709;0
28692;0;0
28693;1900.98;0
28694;352.703;0
28695;699.985;0
28696;783.056;0
28697;220.784;0
28698;207.423;0
28699;577.343;0
28700;313.91;0
28701;1057.74;0
28702;229.703;0
28703;202.919;0
28704;182.691;0
28705;517.092;0
28706;382.587;0
28707;607.572;0
28708;0;0
28709;1098.39;0
28710;1442.43;0
28711;767.745;0
28712;790.542;0
28713;916.128;0
28714;935.644;0
28715;559.938;0
28716;725.939;0
28717;572.326;0
28718;322.835;0
28719;1603.78;0
28720;766.637;0
28721;0;0
28722;1470.85;0
28723;2868.6;1
28724;173.487;0
28725;697.884;0
28726;317.102;0
28727;618.921;0
28728;510.302;0
28729;740.876;0
28730;494.018;0
28731;835.336;0
28732;0;0
28733;497.837;0
28734;456.06;0
28735;17589.3;1
28736;103.616;0
28737;295.294;0
28738;305.267;0
28739;0;0
28740;497.728;0
28741;1822.74;0
28742;175.729;0
28743;607.567;0
28744;146.38;0
28745;549.231;0
28746;445.947;0
28747;403.353;0
28748;7364.15;1
28749;660.07;0
28750;0;0
28751;1098.97;0
28752;0;0
28753;277.853;0
28754;549.281;0
28755;194.599;0
28756;1117.52;0
28757;10329.8;2
28758;433.196;0
28759;195.972;0
28760;2927.67;0
28761;723.554;0
28762;474.687;0
28763;791.294;0
28764;582.402;0
28765;405.412;0
28766;586.634;0
28767;1316.46;0
28768;746.498;0
28769;442.138;0
28770;327.64;0
28771;569.1;0
28772;738.774;0
28773;398.037;0
28774;639.413;0
28775;1398.1;0
28776;382.416;0
28777;721.384;0
28778;782.804;0
28779;0;0
28780;500.466;0
28781;856.848;0
28782;356.258;0
28783;1670.71;0
28784;903.83;0
28785;1470.16;0
28786;1168.55;0
28787;1749.86;0
28788;1219.47;0
28789;728.091;0
28790;662.997;0
28791;331.916;0
28792;1627.16;0
28793;714.773;0
28794;727.264;0
28795;784.883;0
28796;889.74;0
28797;243.88;0
28798;919.925;0
28799;525.76;0
28800;2972.28;1
28801;1112.5;0
28802;382.011;0
28803;531.401;0
28804;777.001;0
28805;450.394;0
28806;335.028;0
28807;947.985;0
28808;789.055;0
28809;607.776;0
28810;574.32;0
28811;1521.3;0
28812;1430.9;0
28813;337.866;0
28814;554.968;0
28815;1684.28;1
28816;468.291;0
28817;2119.72;1
28818;608.652;1
28819;591.468;0
28820;418.213;0
28821;0;0
28822;1288.44;0
28823;1460.69;0
28824;469.295;0
28825;1573.8;1
28826;576.053;0
28827;1986.66;1
28828;267.573;0
28829;503.978;0
28830;797.293;0
28831;624.157;0
28832;470.416;0
28833;1225.47;0
28834;539.438;0
28835;575.69;0
28836;723.27;0
28837;503.283;0
28838;449.132;0
28839;3894.15;2
28840;894.065;0
28841;0;0
28842;4549.54;0
28843;882.205;0
28844;348.885;0
28845;438.526;0
28846;641.159;0
28847;454.31;0
28848;860.936;0
28849;346.018;0
28850;602.947;0
28851;759.741;0
28852;0;0
28853;0;0
28854;903.721;0
28855;686.263;0
28856;194.214;0
28857;965.558;0
28858;2191.1;0
28859;776.268;0
28860;879.337;0
28861;985.9;0
28862;732.671;0
28863;1109.57;0
28864;466.231;0
28865;1433.29;0
28866;399.879;0
28867;160.856;0
28868;1671.37;0
28869;1547.31;0
28870;889.445;0
28871;685.892;0
28872;524.692;0
28873;689.503;0
28874;110.338;0
28875;487.441;0
28876;525.924;0
28877;2362.91;0
28878;650.969;0
28879;0;0
28880;1113.44;0
28881;585.597;0
28882;1069.79;0
28883;720.149;0
28884;1399.73;0
28885;2467.29;0
28886;969.863;0
28887;9496.41;0
28888;6560.72;2
28889;719.543;0
28890;1180.44;0
28891;974.144;0
28892;5991.11;1
28893;272.111;0
28894;2296.45;1
28895;735.016;0
28896;701.096;0
28897;146.613;0
28898;638.052;0
28899;3478.57;0
28900;530.554;0
28901;746.475;0
28902;493.234;0
28903;2922.2;1
28904;0;0
28905;0;0
28906;362.859;0
28907;787.82;0
28908;2239.98;0
28909;703.202;0
28910;902.747;0
28911;502.612;0
28912;842.838;0
28913;830.832;0
28914;696.351;0
28915;318.863;0
28916;1989.69;0
28917;782.688;0
28918;4425.2;1
28919;1090.66;0
28920;606.001;0
28921;1219.25;0
28922;353.988;0
28923;1454.43;0
28924;261.614;0
28925;1196.25;0
28926;0;0
28927;675.419;0
28928;0;0
28929;718.12;0
28930;579.902;0
28931;404.386;0
28932;770.728;0
28933;361.753;0
28934;709.371;0
28935;0;0
28936;585.457;0
28937;1079.7;0
28938;274.815;0
28939;1020.96;0
28940;298.803;0
28941;2147.44;1
28942;1311.67;0
28943;362.908;0
28944;223.961;0
28945;1614.22;0
28946;513.067;0
28947;1131.37;0
28948;690.841;0
28949;1152.24;0
28950;454.221;0
28951;777.951;0
28952;600.253;0
28953;5311.61;1
28954;972.747;0
28955;701.937;0
28956;1152.35;0
28957;390.788;0
28958;515.141;0
28959;895.334;0
28960;924.685;0
28961;939.878;0
28962;499.717;0
28963;397.386;0
28964;561.955;0
28965;1217.78;0
28966;1702.46;0
28967;1476.8;0
28968;0;0
28969;708.609;0
28970;435.979;0
28971;300.754;0
28972;500.064;0
28973;2776.36;0
28974;664.042;0
28975;1321.69;0
28976;466.759;0
28977;0;0
28978;1200.53;0
28979;1195.19;0
28980;1857.39;1
28981;494.602;0
28982;752.71;0
28983;0;0
28984;2335.23;0
28985;511.172;0
28986;7743.03;1
28987;4121.95;1
28988;406.462;0
28989;1303.51;0
28990;1811.51;1
28991;0;0
28992;6979.74;0
28993;119.676;0
28994;932.167;0
28995;1869.39;1
28996;491.951;0
28997;372.048;0
28998;577.914;0
28999;1124.61;0
29000;988.746;0
29001;220.233;0
29002;574.943;0
29003;639.352;0
29004;3481.68;1
29005;434.319;0
29006;332.631;0
29007;1185.73;0
29008;0;0
29009;1067.06;0
29010;581.299;0
29011;750.813;0
29012;282.701;0
29013;320.354;0
29014;5719.76;1
29015;590.034;0
29016;6632.41;1
29017;521.642;0
29018;1131.18;0
29019;1289.18;0
29020;364.591;0
29021;1521.6;0
29022;2328.91;0
29023;700.876;0
29024;3025.18;1
29025;262.999;0
29026;519.131;0
29027;0;0
29028;1103.19;0
29029;890.637;0
29030;2317.46;0
29031;724.699;0
29032;1421.53;0
29033;731.561;0
29034;125.19;0
29035;614.846;0
29036;451.882;0
29037;122.708;0
29038;370.085;0
29039;0;0
29040;561.806;0
29041;154.902;0
29042;17143;2
29043;535.959;0
29044;326.469;0
29045;0;0
29046;1870.9;1
29047;620.174;0
29048;619.838;0
29049;531.058;0
29050;2052.1;1
29051;0;0
29052;599.909;0
29053;298.952;0
29054;974.947;0
29055;778.164;0
29056;1861.36;0
29057;209.34;0
29058;1902.37;0
29059;548.417;0
29060;465.247;0
29061;204.095;0
29062;633.145;0
29063;96.8014;0
29064;644.576;0
29065;873.028;0
29066;935.798;0
29067;17967.1;2
29068;751.744;0
29069;0;0
29070;2021.4;0
29071;1334.99;0
29072;2612.79;1
29073;957.056;0
29074;705.67;0
29075;333.359;0
29076;789.217;0
29077;410.511;0
29078;410.931;0
29079;456.013;0
29080;860.971;0
29081;376.58;0
29082;190.619;0
29083;340.061;0
29084;777.288;0
29085;804.842;0
29086;1021.06;0
29087;154.398;0
29088;12279.8;1
29089;0;0
29090;706.494;0
29091;1082.89;0
29092;1113.29;0
29093;657.276;0
29094;2725.95;0
29095;1248.92;0
29096;664.113;0
29097;303.363;0
29098;1754.84;1
29099;2673.8;1
29100;526.44;0
29101;0;0
29102;266.521;0
29103;1694.67;0
29104;975.691;0
29105;457.975;0
29106;1739.35;0
29107;4817.69;1
29108;394.477;0
29109;3023.53;1
29110;796.15;0
29111;639.932;0
29112;145.888;0
29113;1947.55;0
29114;263.07;0
29115;0;0
29116;7561.43;1
29117;505.075;0
29118;1797.24;0
29119;1345.16;0
29120;626.936;0
29121;578.497;0
29122;267.718;0
29123;1231.13;0
29124;560.014;0
29125;802.852;0
29126;1932.67;0
29127;1798.78;0
29128;1076.37;0
29129;2286.82;1
29130;724.176;0
29131;1661.02;1
29132;1344.8;1
29133;1243.77;0
29134;727.299;0
29135;331.87;0
29136;860.972;0
29137;441.457;0
29138;1233.43;0
29139;0;0
29140;362.955;0
29141;399.704;0
29142;2828.16;0
29143;1317.7;0
29144;326.066;0
29145;1220.33;0
29146;0;0
29147;357.403;0
29148;738.961;0
29149;1649.16;0
29150;4500.4;3
29151;621.391;0
29152;503.835;0
29153;622.588;0
29154;589.36;0
29155;345.329;0
29156;362.935;0
29157;1172.89;0
29158;714.277;0
29159;510.2;0
29160;3271.96;0
29161;589.511;0
29162;977.671;0
29163;549.736;0
29164;542.423;0
29165;751.378;0
29166;375.415;0
29167;561.486;0
29168;898.171;0
29169;753.342;0
29170;3484.85;2
29171;524.764;0
29172;449.038;0
29173;1361.35;0
29174;645.071;0
29175;1451.89;0
29176;923.994;0
29177;442.818;0
29178;864.828;0
29179;331.361;0
29180;239.587;0
29181;877.732;0
29182;968.335;0
29183;815.951;0
29184;2613.15;0
29185;2715.58;1
29186;911.033;0
29187;173.948;0
29188;246.816;0
29189;409.965;0
29190;407.839;0
29191;549.167;0
29192;535.523;0
29193;788.381;0
29194;498.572;0
29195;2887.4;1
29196;14588.7;0
29197;963.903;0
29198;481.925;0
29199;719.503;0
29200;566.991;0
29201;812.036;0
29202;523.709;0
29203;396.974;0
29204;566.626;0
29205;757.315;0
29206;733.311;0
29207;1283.86;0
29208;2922.9;1
29209;67.3269;0
29210;941.745;0
29211;337.635;0
29212;580.351;0
29213;1707.06;1
29214;1010.47;0
29215;250.959;0
29216;0;0
29217;864.656;0
29218;1486.25;0
29219;661.562;0
29220;0;0
29221;1199.3;0
29222;962.455;0
29223;0;0
29224;1010.15;0
29225;194.711;0
29226;3780.47;0
29227;430.243;0
29228;433.048;0
29229;692.029;0
29230;424.557;0
29231;1874.3;0
29232;1158.03;0
29233;3829.04;0
29234;430.884;0
29235;319.995;0
29236;1105.21;0
29237;2427.61;0
29238;2320.23;2
29239;1917.91;0
29240;0;0
29241;528.447;0
29242;86.1685;0
29243;807.859;0
29244;719.638;0
29245;297.25;0
29246;567.695;0
29247;0;0
29248;1566.89;0
29249;920.666;0
29250;1012.32;0
29251;541.88;0
29252;1622.87;1
29253;294.937;0
29254;265.917;0
29255;665.925;0
29256;416.522;0
29257;595.417;0
29258;849.187;0
29259;0;0
29260;571.671;0
29261;1813.55;0
29262;527.239;0
29263;482.274;0
29264;635.617;0
29265;467.708;0
29266;387.409;0
29267;802.6;0
29268;10702.5;1
29269;748.648;0
29270;1350.45;0
29271;814.484;0
29272;684.869;0
29273;355.979;0
29274;111.175;0
29275;1311.68;0
29276;607.593;0
29277;163.694;0
29278;1209.78;0
29279;731.73;0
29280;217.132;0
29281;516.691;0
29282;285.461;0
29283;479.277;0
29284;537.51;0
29285;558.479;0
29286;182.442;0
29287;1068.03;0
29288;1994.36;0
29289;621.811;0
29290;0;0
29291;963.928;0
29292;4882.56;0
29293;1102.65;0
29294;453.982;0
29295;691.802;0
29296;829.851;0
29297;379.952;0
29298;32.3504;0
29299;1126.84;0
29300;80.0035;0
29301;504.192;0
29302;916.808;0
29303;781.688;0
29304;164.776;0
29305;877.349;0
29306;553.228;0
29307;841.166;0
29308;651.039;0
29309;502.25;0
29310;6131.95;1
29311;1357.49;1
29312;409.048;0
29313;4964.39;0
29314;242.752;0
29315;1418.06;0
29316;8084.74;1
29317;189.832;0
29318;537.888;0
29319;715.277;0
29320;588.3;0
29321;0;0
29322;224.187;0
29323;1166.56;0
29324;934.88;0
29325;376.654;0
29326;2670.45;1
29327;1328.14;0
29328;197.681;0
29329;748.446;0
29330;374.769;0
29331;745.548;0
29332;609.287;0
29333;1026.14;0
29334;1009.29;0
29335;784.182;0
29336;327.746;0
29337;1053.85;0
29338;4979.12;1
29339;765.97;0
29340;0;0
29341;388.184;0
29342;236.255;0
29343;1944.64;0
29344;420.411;0
29345;8798.49;1
29346;1210.31;0
29347;1541.86;0
29348;0;0
29349;201.569;0
29350;1207.07;0
29351;1109.27;0
29352;0;0
29353;795.658;0
29354;562.977;0
29355;809.159;0
29356;803.897;0
29357;0;0
29358;2827.15;0
29359;875.744;0
29360;648.41;0
29361;531.578;0
29362;499.801;0
29363;0;0
29364;415.688;0
29365;873.546;0
29366;1998.79;1
29367;919.062;0
29368;249.915;0
29369;0;0
29370;372.017;0
29371;696.912;0
29372;417.406;0
29373;537.017;0
29374;321.657;0
29375;0;0
29376;692.082;0
29377;958.271;0
29378;376.272;0
29379;1096.09;0
29380;539.042;0
29381;555.015;0
29382;1547.63;0
29383;279.083;0
29384;336.078;0
29385;961.265;0
29386;622.912;0
29387;1302.53;0
29388;920.468;0
29389;1650.05;0
29390;846.718;0
29391;610.64;0
29392;0;0
29393;4536.65;1
29394;625.608;0
29395;660.722;0
29396;678.397;0
29397;364.497;0
29398;1712.37;0
29399;297.635;0
29400;429.936;0
29401;848.482;0
29402;913.506;0
29403;876.347;0
29404;222.859;0
29405;955.216;0
29406;628.488;0
29407;248.476;0
29408;489.418;0
29409;813.146;0
29410;961.586;0
29411;1051.06;0
29412;163.214;0
29413;313.028;0
29414;715.853;0
29415;442.616;0
29416;207.182;0
29417;263.171;0
29418;468.513;0
29419;413.64;0
29420;1080.75;0
29421;837.212;0
29422;198.585;0
29423;440.703;0
29424;0;0
29425;503.807;0
29426;288.347;0
29427;228.988;0
29428;1787.94;0
29429;400.765;0
29430;1036.57;0
29431;545.49;0
29432;156.501;0
29433;566.452;1
29434;2425.16;1
29435;968.994;0
29436;842.436;0
29437;991.813;0
29438;969.739;0
29439;948.803;0
29440;964.434;0
29441;597.76;0
29442;482.382;0
29443;689.545;0
29444;0;0
29445;895.811;0
29446;416.317;0
29447;1919.34;0
29448;408.63;0
29449;535.823;0
29450;69.6804;0
29451;167.543;0
29452;441.09;0
29453;1806.9;0
29454;445.365;0
29455;422.345;0
29456;3089.63;1
29457;622.511;0
29458;736.144;0
29459;1294.52;0
29460;560.716;0
29461;449.957;0
29462;372.185;0
29463;484.511;0
29464;757.729;0
29465;440.291;0
29466;96.1033;0
29467;901.559;0
29468;375.093;0
29469;1764.07;0
29470;604.185;0
29471;1481.82;0
29472;2204.03;1
29473;728.505;0
29474;394.459;0
29475;772.941;0
29476;1531.84;0
29477;671.824;0
29478;799.228;0
29479;1957.77;0
29480;1391.26;0
29481;0;0
29482;2526.8;1
29483;622.564;0
29484;886.645;0
29485;1169.41;0
29486;794.829;0
29487;1044.7;0
29488;610.318;0
29489;693.745;0
29490;442.485;0
29491;0;0
29492;1387.71;0
29493;0;0
29494;599.243;0
29495;526.526;0
29496;828.78;0
29497;624.181;0
29498;725.868;0
29499;707.487;0
29500;310.722;0
29501;209.357;0
29502;3264.21;1
29503;1676.25;0
29504;625.787;0
29505;1010.07;0
29506;453.404;0
29507;434.111;0
29508;0;0
29509;1122.42;0
29510;630.771;0
29511;317.909;0
29512;497.21;0
29513;2135.96;1
29514;1609.88;0
29515;506.609;0
29516;538.507;0
29517;987.066;0
29518;637.735;0
29519;802.883;0
29520;639.652;0
29521;900.689;0
29522;2930.62;1
29523;722.375;0
29524;890.754;0
29525;617.571;0
29526;843.002;0
29527;1187.39;0
29528;2699.29;0
29529;465.786;0
29530;511.672;0
29531;0;0
29532;2258.27;0
29533;251.437;0
29534;2283.29;1
29535;468.778;0
29536;1194.9;0
29537;495.94;0
29538;644.795;0
29539;809.558;0
29540;0;0
29541;854.464;0
29542;851.246;0
29543;1137.39;0
29544;1264.57;0
29545;1325.91;0
29546;0;0
29547;5727.8;0
29548;532.158;0
29549;1728.75;0
29550;656.855;0
29551;528.788;0
29552;236.211;0
29553;606.539;0
29554;738.483;0
29555;237.964;0
29556;704.577;0
29557;249.684;0
29558;497.465;0
29559;286.207;0
29560;330.866;0
29561;357.032;0
29562;579.351;0
29563;835.663;0
29564;9151.07;2
29565;340.399;0
29566;779.33;0
29567;364.064;0
29568;1481.3;0
29569;793.888;0
29570;2928.86;0
29571;895.877;0
29572;485.601;0
29573;531.809;0
29574;297.432;0
29575;7839.12;2
29576;425.616;0
29577;7608.83;1
29578;329.868;0
29579;594.262;0
29580;3351.23;1
29581;1008.01;0
29582;1597.92;0
29583;277.914;0
29584;1855;1
29585;1232.82;0
29586;268.608;0
29587;1594.52;0
29588;120;0
29589;506.417;0
29590;1582.46;0
29591;1154.08;0
29592;709.836;0
29593;1333.94;0
29594;375.182;0
29595;6405.02;1
29596;421.51;0
29597;1167.54;0
29598;0;0
29599;228.428;0
29600;1540.11;0
29601;0;0
29602;1040.32;0
29603;1061.22;0
29604;964.601;0
29605;1082.66;0
29606;744.299;0
29607;573.931;0
29608;693.66;0
29609;1098.05;0
29610;868.089;0
29611;2758.67;0
29612;631.568;0
29613;8598.08;0
29614;0;0
29615;0;0
29616;696.882;0
29617;394.118;0
29618;1027.39;0
29619;616.435;0
29620;885.677;0
29621;477.678;0
29622;488.058;0
29623;392.852;0
29624;1055.79;0
29625;0;0
29626;17906.4;2
29627;400.749;0
29628;5419.02;1
29629;295.534;0
29630;1048.23;0
29631;600.719;0
29632;906.787;0
29633;1542.67;0
29634;291.522;0
29635;1247.89;0
29636;1546.47;0
29637;1007.02;0
29638;384.862;0
29639;682.923;0
29640;947.854;0
29641;393.837;0
29642;447.257;0
29643;830.002;0
29644;1409.45;1
29645;440.96;0
29646;952.451;0
29647;344.189;0
29648;585.319;0
29649;843.392;0
29650;503.734;0
29651;610.485;0
29652;2260.91;1
29653;1378.52;0
29654;561.985;0
29655;823.211;0
29656;2326.3;1
29657;5766.29;1
29658;307.226;0
29659;1343.22;0
29660;0;0
29661;804.474;0
29662;1416.3;0
29663;111.454;0
29664;1415.21;0
29665;707.773;0
29666;0;0
29667;482.146;0
29668;371.251;0
29669;155.481;0
29670;532.74;0
29671;570.645;0
29672;655.816;0
29673;948.728;0
29674;1196.83;0
29675;816.508;0
29676;0;0
29677;520.822;0
29678;1047.2;0
29679;306.681;0
29680;1722.22;0
29681;626.985;0
29682;1166.26;0
29683;1011.49;0
29684;466.039;0
29685;356.177;0
29686;588.172;0
29687;360.467;0
29688;1179.76;0
29689;2057;1
29690;443.952;0
29691;531.245;0
29692;699.989;0
29693;1139.97;0
29694;626.895;0
29695;1785.12;0
29696;645.939;0
29697;782.47;0
29698;529.671;0
29699;434.703;0
29700;943.081;0
29701;583.997;0
29702;0;0
29703;289.671;0
29704;1087.09;0
29705;662.032;0
29706;628.502;0
29707;561.491;0
29708;3898.23;1
29709;363.554;0
29710;639.355;0
29711;223.731;0
29712;414.888;0
29713;620.001;0
29714;569.395;0
29715;1942.59;1
29716;745.924;0
29717;466.635;0
29718;447.845;0
29719;257.125;0
29720;1881.86;0
29721;356.422;0
29722;1086.29;0
29723;1502.2;0
29724;811.506;0
29725;3044.16;1
29726;299.476;0
29727;879.647;0
29728;465.443;0
29729;248.907;0
29730;0;0
29731;15035.8;0
29732;1087.04;0
29733;857.147;0
29734;1048.48;0
29735;1120.72;0
29736;988.802;0
29737;424.763;0
29738;1676.84;0
29739;1436.23;0
29740;412.512;0
29741;325.316;0
29742;331.397;0
29743;1624.67;0
29744;1375.38;0
29745;101.016;0
29746;679.722;0
29747;537.404;0
29748;529.63;0
29749;226.946;0
29750;1349.63;0
29751;696.943;0
29752;665.846;0
29753;317.159;0
29754;319.063;0
29755;332.56;0
29756;1822.82;0
29757;701.531;0
29758;1260.94;0
29759;0;0
29760;3446.64;0
29761;642.856;0
29762;16088.2;1
29763;0;0
29764;1635.2;0
29765;479.441;0
29766;731.489;0
29767;2434.47;0
29768;562.512;0
29769;469.73;0
29770;558.845;0
29771;233.761;0
29772;609.78;0
29773;10116.5;1
29774;543.569;0
29775;1304.25;0
29776;0;0
29777;364.839;0
29778;1023.03;0
29779;622.274;0
29780;840.924;0
29781;662.524;0
29782;247.722;0
29783;1612.53;0
29784;380.081;0
29785;3516.86;0
29786;1644.82;0
29787;0;0
29788;342.924;0
29789;0;0
29790;964.769;0
29791;745.718;0
29792;0;0
29793;1579.05;0
29794;632.033;0
29795;325.969;0
29796;797.84;0
29797;366.785;0
29798;1533.06;0
29799;399.031;0
29800;507.928;0
29801;194.857;0
29802;0;0
29803;377.988;0
29804;1520.08;1
29805;1210.73;0
29806;0;0
29807;485.047;0
29808;845.979;0
29809;758.837;0
29810;137.923;0
29811;569.512;0
29812;376.836;0
29813;366.218;0
29814;874.884;0
29815;1109.44;0
29816;0;0
29817;441.482;0
29818;848.927;0
29819;683.225;0
29820;521.73;0
29821;1071.12;0
29822;627.311;0
29823;408.565;0
29824;471.447;0
29825;233.909;0
29826;534.012;0
29827;1030.85;0
29828;1245.37;0
29829;754.92;0
29830;2243.65;0
29831;269.904;0
29832;0;0
29833;466.707;0
29834;463.187;0
29835;0;0
29836;384.081;0
29837;2909.71;1
29838;522.37;0
29839;1699.95;0
29840;1284.24;0
29841;379.374;0
29842;338.727;0
29843;894.598;0
29844;765.841;0
29845;1700.4;0
29846;1947.57;1
29847;776.769;0
29848;514.06;0
29849;295.233;0
29850;3293.98;1
29851;939.372;0
29852;821.352;0
29853;927.216;0
29854;196.41;0
29855;2333.39;1
29856;697.737;0
29857;469.771;0
29858;0;0
29859;188.483;0
29860;552.406;0
29861;955.633;0
29862;710.834;0
29863;589.48;0
29864;2323.62;0
29865;968.161;0
29866;741.786;1
29867;389.175;0
29868;899.163;0
29869;802.141;0
29870;926.639;0
29871;1783.92;0
29872;1615.33;0
29873;691.623;0
29874;555.652;0
29875;1641.73;1
29876;113.211;0
29877;1348.66;0
29878;607.708;0
29879;774.384;0
29880;1698.59;0
29881;1246.83;0
29882;847.707;0
29883;523.235;0
29884;537.726;0
29885;747.109;0
29886;483.611;0
29887;742.572;0
29888;3646.21;1
29889;956.848;0
29890;239.997;0
29891;552.025;0
29892;1428.47;0
29893;1315.94;0
29894;299.113;0
29895;521.064;0
29896;1547.88;0
29897;813.239;0
29898;511.274;0
29899;787.924;0
29900;489.653;0
29901;764.561;0
29902;838.337;0
29903;642.367;0
29904;742.744;0
29905;308.8;0
29906;3103.54;1
29907;899.942;0
29908;1080.52;0
29909;1357.3;0
29910;753.289;0
29911;985.384;0
29912;443.422;0
29913;479.297;0
29914;990.569;0
29915;358.681;0
29916;1112.01;0
29917;451.118;0
29918;1273.56;0
29919;1868.81;1
29920;411.054;0
29921;373.44;0
29922;936.592;0
29923;1932.61;1
29924;1777.42;0
29925;1452.32;0
29926;437.565;0
29927;871.691;0
29928;788.291;0
29929;428.145;0
29930;1396.48;0
29931;0;0
29932;610.889;0
29933;826.736;0
29934;293.475;0
29935;610.579;0
29936;882.669;0
29937;565.37;0
29938;283.648;0
29939;500.539;0
29940;747.949;0
29941;634.864;0
29942;648.749;0
29943;541.232;0
29944;805.289;0
29945;731.569;0
29946;378.875;0
29947;631.407;0
29948;943.776;0
29949;667.006;0
29950;824.028;0
29951;464.9;0
29952;491.687;0
29953;4297.25;0
29954;1231.93;0
29955;653.425;0
29956;3239.17;2
29957;351.082;0
29958;1342.2;0
